index,Company,Country,Rating,Whisky,Collection,lon,lat
987,The Cooper Spirits Co.,United States,84.73,3,43,-95.7128910,37.0902400
988,The Cooper Spirits Co.,United States,84.73,3,43,-95.7128910,37.0902400
989,The Cooper Spirits Co.,United States,84.73,3,43,-95.7128910,37.0902400
990,The Cooper Spirits Co.,United States,84.73,3,43,-95.7128910,37.0902400
991,The Cooper Spirits Co.,United States,84.73,3,43,-95.7128910,37.0902400
992,The Cooper Spirits Co.,United States,84.73,3,43,-95.7128910,37.0902400
993,The Cooper Spirits Co.,United States,84.73,3,43,-95.7128910,37.0902400
994,The Dingle Whiskey Distillery,Ireland,83.25,9,164,-10.2889296,52.1400609
995,The Dublin Liberties Distillery,Ireland,79.85,5,61,-6.2764335,53.3372753
997,The Golan Heights Distillery,Israel,80.46,10,32,35.7090086,32.9901687
999,The Helsinki Distilling Co.,Finland,75.40,7,21,24.9698642,60.1901276
1000,The Lakes Distillery,United Kingdom,78.27,18,160,-3.2479334,54.6758974
1002,The London Distillery Company,United Kingdom,80.50,2,4,-0.1681011,51.4790467
1003,The Lübbehusen Malt Distillery,Germany,82.86,1,37,8.1934200,52.8137600
1004,The Milk & Honey Distillery,Israel,86.58,9,48,34.7817676,32.0852999
1005,The Original Texas Legend Distillery,United States,0.00,2,2,-93.7275431,30.1047849
1006,The Oxford Artisan Distillery,United Kingdom,86.00,1,2,-1.2237410,51.7522220
1008,The Splinter Group Spirits,United States,84.02,3,19,-95.7128910,37.0902400
1009,The Splinter Group Spirits,United States,84.02,3,19,-95.7128910,37.0902400
1010,The Splinter Group Spirits,United States,84.02,3,19,-95.7128910,37.0902400
1011,The Splinter Group Spirits,United States,84.02,3,19,-95.7128910,37.0902400
1012,The Splinter Group Spirits,United States,84.02,3,19,-95.7128910,37.0902400
1013,The Splinter Group Spirits,United States,84.02,3,19,-95.7128910,37.0902400
1014,The Splinter Group Spirits,United States,84.02,3,19,-95.7128910,37.0902400
1015,The Splinter Group Spirits,United States,84.02,3,19,-95.7128910,37.0902400
1016,The Splinter Group Spirits,United States,84.02,3,19,-95.7128910,37.0902400
1017,The Splinter Group Spirits,United States,84.02,3,19,-95.7128910,37.0902400
1018,The Splinter Group Spirits,United States,84.02,3,19,-95.7128910,37.0902400
1019,The Vogel,Germany,78.20,2,8,8.4650563,48.9973997
1020,The Waters Distillery,Germany,83.00,1,3,8.7380759,48.8545915
1021,The Westfalian,Germany,85.17,14,200,8.7867387,51.7350661
1022,Thirteenth Colony Distilleries,United States,81.00,3,3,-84.2372806,32.0747344
1023,Thomas Sippel,Germany,60.11,8,26,8.1550200,49.5142700
1027,Thomas Wilhelm,Germany,0.00,1,1,9.4043534,49.1369262
1028,Thomson Whisky New Zealand Ltd,New Zealand,78.31,9,16,174.5878655,-36.7668565
1031,Thuisbrunner Elch-Bräu,Germany,84.28,5,22,11.2477430,49.6869452
1032,Thumb Butte Distillery,United States,0.00,4,3,-112.4609909,34.5472548
1033,Thunder Road Distillery,United States,83.00,1,4,-83.6095484,35.9858623
1035,Timboon Railway Shed Distillery,Australia,81.50,3,9,142.9778696,-38.4843484
1036,Tin Shed Distilling Co.,Australia,0.00,8,9,138.5575791,-34.9098907
1037,Tipperary Boutique Distillery,Ireland,83.29,11,128,-7.8818405,52.3582046
1038,Tirado Distillery,United States,0.00,1,2,-73.8984359,40.8207725
1039,To Tårn Bryggeri AS,Norway,0.00,1,1,10.3855166,63.4063933
1041,Tom's Foolery Distillery,United States,79.67,7,8,-81.3862947,41.4060853
1043,Toronto Distillery Co.,Canada,0.00,3,2,-79.4646226,43.6707166
1047,Traverse City Whiskey Co.,United States,75.00,1,2,-85.6205401,44.7518514
1048,Trebitsch Old Town Distillery,Czech Republic,67.00,9,7,15.8772969,49.2172206
1049,Triple Eight Distillery,United States,89.00,4,3,-70.1311662,41.2633412
1050,Trolden Distillery,Denmark,70.75,4,30,9.5017850,56.2639200
1051,Trolden Distillery,Denmark,70.75,4,30,9.5017850,56.2639200
1052,Trolden Distillery,Denmark,70.75,4,30,9.5017850,56.2639200
1053,Tsunuki,Japan,77.61,5,29,130.2866674,31.3592933
1054,Tullamore Dew (1829 - 1954),Ireland,90.74,15,32,-8.2438900,53.4129100
1055,Tullamore Dew (1829 - 1954),Ireland,90.74,15,32,-8.2438900,53.4129100
1056,Tullamore Dew (1829 - 1954),Ireland,90.74,15,32,-8.2438900,53.4129100
1057,Tullamore Dew (1829 - 1954),Ireland,90.74,15,32,-8.2438900,53.4129100
1058,Tullamore Dew (2014 - present),Ireland,76.78,6,90,-8.2438900,53.4129100
1059,Tullamore Dew (2014 - present),Ireland,76.78,6,90,-8.2438900,53.4129100
1060,Tullamore Dew (2014 - present),Ireland,76.78,6,90,-8.2438900,53.4129100
1061,Tullamore Dew (2014 - present),Ireland,76.78,6,90,-8.2438900,53.4129100
1062,Turv Exloo Distillery,Netherlands,63.87,1,78,6.8650067,52.8816733
1063,Tuthilltown Spirits,United States,72.41,45,400,-74.1766690,41.6863140
1066,Two Doves Destilerija,Serbia And Montenegro,61.67,2,5,19.3743900,42.7086780
1068,Uerige,Germany,74.46,4,20,6.7721116,51.2249542
1071,United Distillery Group,Egypt,0.00,1,3,30.8024980,26.8205530
1072,United Distillery Group,Egypt,0.00,1,3,30.8024980,26.8205530
1073,Urban Distilleries,Canada,72.00,1,3,-119.4957897,49.8988072
1074,Us Heit Distillery,Netherlands,73.78,111,504,5.5322229,53.0608684
1075,Valamo Monastery Distillery,Finland,78.69,11,17,28.7905196,62.5629556
1076,Valentine Distilling,United States,84.22,6,10,-83.1336130,42.4617634
1077,Vallei Distilleerderij,Netherlands,0.00,1,4,5.4613502,52.1305809
1078,Van Brunt Stillhouse,United States,72.88,12,10,-74.0100937,40.6734904
1079,van Kleef,Netherlands,86.00,1,7,4.3083871,52.0732221
1080,Venus Spirits,United States,80.75,2,4,-122.0487375,36.9561221
1081,Victoria Distillers,Canada,0.00,1,1,-123.3943680,48.6501030
1082,Vielanker Brauhaus,Germany,51.63,2,6,11.1399955,53.2345373
1083,Viktor Senn,Switzerland,0.00,2,1,8.1357169,47.5394015
1084,Vingården Lille Gadegård,Denmark,64.75,6,29,14.9682259,55.0288565
1085,Vinn,United States,0.00,1,1,-122.6569403,45.5137807
1086,Virgil Kaine Lowcountry Whiskey Co.,United States,0.00,2,1,-79.9748103,32.8546197
1087,Virginia Distillery Company,United States,82.00,8,16,-78.8569403,37.7835886
1088,Virginia Sweetwater Distillery,United States,0.00,1,1,-81.5488928,36.8664521
1089,Wädi-Brau-Huus,Switzerland,57.67,8,8,8.6703731,47.2311995
1090,Wakatsuru Distillery,Japan,88.32,10,133,136.9703023,36.6557934
1091,Waldviertler Roggenhof,Austria,60.48,31,136,15.2224016,48.3936342
1092,Wallner,Austria,80.00,1,3,16.9126533,47.8963233
1093,Walsh Whiskey Distillery,Ireland,82.50,3,68,-6.8839185,52.8533763
1094,Walter Seeger,Germany,68.00,2,6,8.7421838,48.6575921
1095,Wannborga Bränneri & Vingård,Sweden,71.34,7,112,16.8416537,56.9490660
1096,Warenghem,France,80.64,62,1371,-3.4391825,48.7243633
1098,Watershed Distillery,United States,0.00,2,1,-83.0373480,39.9921030
1099,Wayne Gretzky Estate,Canada,82.54,5,26,-79.1338528,43.2119089
1100,Weidenauer,Austria,80.83,7,22,15.3048449,48.4252590
1101,Weinbau zur Krone,Switzerland,81.67,1,5,16.3654703,48.2100644
1102,Weinbrennerei und Likörfabrik H. A. Wagner,Germany,0.00,1,1,8.6628091,49.9886686
1103,Weingut Dotzauer,Germany,86.00,1,3,7.6961152,49.7967168
1104,Weingut Etl,Austria,43.00,1,4,16.9714898,47.8685696
1105,Weingut Mößlein,Germany,78.46,3,21,10.2680100,49.8997500
1106,West Cork Distillers,Ireland,78.70,30,609,-9.2642294,51.5470425
1108,Western Son Distillery,United States,4.00,3,8,-96.9623288,33.3940319
1109,Western Spirits Beverage Company,United States,74.11,19,49,-86.4226955,36.9573499
1110,Westland Distillery,United States,84.44,72,386,-122.3347132,47.5765219
1111,Weutz,Austria,68.01,21,36,15.4484020,46.8193548
1112,Wharf Distillery,United Kingdom,87.00,3,2,-0.9105607,52.0852932
1113,Whipper Snapper Distillery,Australia,81.00,3,3,115.8746600,-31.9503100
1114,Whisky Castle,Switzerland,64.05,69,98,8.1000634,47.5076534
1115,Whisky oet Grunn,Netherlands,72.61,4,45,6.5690070,53.2216676
1116,WhistlePig,United States,86.24,26,97,-73.2759320,43.9120710
1119,Whitmeyer's,United States,89.00,1,1,-95.5220692,29.9722243
1120,Widow Jane Distillery,United States,85.81,34,97,-74.0153869,40.6773529
1121,Wieser,Austria,72.26,11,77,15.4748897,48.3896089
1122,Wijnhuis Texel,Netherlands,73.75,1,7,4.8739040,53.0841340
1123,Wild Turkey Distillery,United States,84.31,227,2660,-84.8519506,38.0395235
1125,Willett Distillery,United States,86.87,167,236,-85.4593812,37.7872778
1126,Willie's,United States,0.00,1,1,-111.7259855,45.3490740
1127,Willowbank,New Zealand,82.83,112,671,170.5147146,-45.8556740
1131,Wishkah River Distillery,United States,0.00,3,2,-123.8438707,46.9669685
1132,Witherspoon Distillery,United States,83.00,1,2,-96.9971607,33.0447214
1133,Wood Hat Spirits,United States,0.00,1,1,-91.4481836,38.8979354
1134,Wood’s High Mountain Distillery,United States,77.00,4,2,-105.9925040,38.5369370
1135,Woodford Reserve,United States,82.12,167,1549,-84.8109851,38.1130266
1136,Woodinville Whiskey Co.,United States,58.00,10,14,-122.1596340,47.7448092
1138,Workshops Distillery,New Zealand,75.00,3,7,11.7214979,55.4632518
1140,Wyoming Whiskey,United States,86.09,17,38,-108.1770301,43.8050952
1143,Yamazaki,Japan,87.99,379,13732,135.6744151,34.8923552
1144,Yellow Rose Distilling,United States,71.67,10,18,-95.4555849,29.7884887
1145,Yeti Distillery,Nepal,0.00,1,1,84.4172666,27.6486636
1146,Yoichi,Japan,86.40,393,12094,140.7913728,43.1895606
1147,Yukon Brewing & Distilling,Canada,86.00,7,11,-135.0787731,60.7380680
1148,Z.Kozuba i Synowie,Poland,45.98,2,45,19.6938032,49.4793014
1149,Z'Graggen,Switzerland,78.22,8,36,8.5885995,47.0312554
1153,Zeitzer Whisky Manufactur,Germany,77.67,1,7,12.1524913,51.0340831
1154,Zuidam Distillery,Netherlands,81.47,142,1990,4.9389637,51.4444925
1155,Zur Strandburg,Germany,72.60,11,65,13.6732201,54.3310700
1156,Zweiger,Austria,66.00,2,3,15.2992145,46.9591457
